subject,story_id,age,att,rating,condition
35,S15,41,heard,4,locative prep
35,S14,41,heard,1,temporal prep
35,S20,41,heard,2,by phrase (locative)
35,S16,41,heard,2,by phrase (locative)
35,S18,41,heard,2,temporal prep
35,S02,41,heard,1,temporal prep
35,S07,41,heard,3,locative prep
35,S03,41,heard,3,locative prep
35,S08,41,heard,1,by phrase (locative)
35,S12,41,heard,1,by phrase (locative)
35,S05,41,heard,3,by phrase (agentive)
35,S06,41,heard,1,temporal prep
35,S11,41,heard,3,locative prep
35,S09,41,heard,4,by phrase (agentive)
35,S13,41,heard,3,by phrase (agentive)
35,S04,41,heard,1,by phrase (locative)
35,S19,41,heard,4,locative prep
35,S17,41,heard,4,by phrase (agentive)
36,S10,53,asked,3,by phrase (agentive)
36,S03,53,asked,4,temporal prep
36,S11,53,asked,4,temporal prep
36,S20,53,asked,4,locative prep
36,S08,53,asked,0,locative prep
36,S07,53,asked,4,temporal prep
36,S06,53,asked,3,by phrase (agentive)
36,S14,53,asked,4,by phrase (agentive)
36,S09,53,asked,0,by phrase (locative)
36,S15,53,asked,4,temporal prep
36,S13,53,asked,4,by phrase (locative)
36,S12,53,asked,4,locative prep
36,S16,53,asked,4,locative prep
36,S01,53,asked,0,by phrase (locative)
36,S18,53,asked,2,by phrase (agentive)
36,S17,53,asked,3,by phrase (locative)
36,S04,53,asked,3,locative prep
36,S19,53,asked,4,temporal prep
36,S02,53,asked,3,by phrase (agentive)
36,S05,53,asked,4,by phrase (locative)
37,S07,44,soldier,1,by phrase (locative)
37,S11,44,soldier,2,by phrase (locative)
37,S03,44,soldier,2,by phrase (locative)
37,S17,44,soldier,1,temporal prep
37,S19,44,soldier,3,by phrase (locative)
37,S16,44,soldier,1,by phrase (agentive)
37,S08,44,soldier,3,by phrase (agentive)
37,S04,44,soldier,2,by phrase (agentive)
37,S01,44,soldier,4,temporal prep
37,S05,44,soldier,2,temporal prep
37,S10,44,soldier,1,locative prep
37,S18,44,soldier,1,locative prep
37,S06,44,soldier,1,locative prep
37,S14,44,soldier,3,locative prep
37,S15,44,soldier,1,by phrase (locative)
37,S20,44,soldier,1,by phrase (agentive)
37,S13,44,soldier,1,temporal prep
37,S09,44,soldier,2,temporal prep
37,S02,44,soldier,4,locative prep
37,S12,44,soldier,1,by phrase (agentive)
38,S17,18,plausible,1,temporal prep
38,S05,18,plausible,4,temporal prep
38,S13,18,plausible,2,temporal prep
38,S20,18,plausible,2,by phrase (agentive)
38,S08,18,plausible,1,by phrase (agentive)
38,S12,18,plausible,4,by phrase (agentive)
38,S06,18,plausible,1,locative prep
38,S11,18,plausible,0,by phrase (locative)
38,S14,18,plausible,4,locative prep
38,S10,18,plausible,4,locative prep
38,S04,18,plausible,3,by phrase (agentive)
38,S07,18,plausible,0,by phrase (locative)
38,S15,18,plausible,0,by phrase (locative)
38,S02,18,plausible,1,locative prep
38,S09,18,plausible,4,temporal prep
38,S01,18,plausible,1,temporal prep
38,S19,18,plausible,1,by phrase (locative)
38,S16,18,plausible,3,by phrase (agentive)
38,S18,18,plausible,3,locative prep
38,S03,18,plausible,0,by phrase (locative)
39,S03,27,less or more,4,locative prep
39,S04,27,less or more,1,by phrase (locative)
39,S01,27,less or more,4,by phrase (agentive)
39,S06,27,less or more,1,temporal prep
39,S07,27,less or more,4,locative prep
39,S05,27,less or more,4,by phrase (agentive)
39,S11,27,less or more,4,locative prep
39,S14,27,less or more,3,temporal prep
39,S08,27,less or more,1,by phrase (locative)
39,S12,27,less or more,1,by phrase (locative)
39,S10,27,less or more,4,temporal prep
39,S02,27,less or more,1,temporal prep
39,S18,27,less or more,4,temporal prep
39,S16,27,less or more,1,by phrase (locative)
39,S19,27,less or more,4,locative prep
39,S17,27,less or more,4,by phrase (agentive)
39,S13,27,less or more,4,by phrase (agentive)
39,S20,27,less or more,4,by phrase (locative)
39,S09,27,less or more,4,by phrase (agentive)
39,S15,27,less or more,4,locative prep
40,S16,27,pushed,4,locative prep
40,S10,27,pushed,1,by phrase (agentive)
40,S17,27,pushed,1,by phrase (locative)
40,S03,27,pushed,4,temporal prep
40,S02,27,pushed,2,by phrase (agentive)
40,S01,27,pushed,1,by phrase (locative)
40,S19,27,pushed,4,temporal prep
40,S12,27,pushed,1,locative prep
40,S13,27,pushed,1,by phrase (locative)
40,S18,27,pushed,4,by phrase (agentive)
40,S05,27,pushed,2,by phrase (locative)
40,S14,27,pushed,3,by phrase (agentive)
40,S20,27,pushed,4,locative prep
40,S09,27,pushed,1,by phrase (locative)
40,S08,27,pushed,3,locative prep
40,S04,27,pushed,1,locative prep
40,S07,27,pushed,3,temporal prep
40,S11,27,pushed,1,temporal prep
40,S15,27,pushed,3,temporal prep
40,S06,27,pushed,1,by phrase (agentive)
